age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id,counterfactual_found
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,40.26767159395268,118.3366965711538,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,2670.2987396742055,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,118.56401646381138,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,26818.462777851797,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,102.5706349465733,24.999611239079876,failure,8,1
50.0,blue-collar,divorced,tertiary,no,-54.0,no,yes,cellular,13.0,apr,698.0,15.70740685443494,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,yes,-54.0,no,yes,cellular,13.0,apr,698.0,13.118032564616989,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,yes,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,secondary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
29.93500529359178,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,13.62869910448095,failure,8,1
50.0,admin.,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,36.22200127632425,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,2.426575694333623,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,13.515181168563807,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,23.874196388405753,failure,8,1
50.0,blue-collar,divorced,primary,no,24993.945967989395,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,admin.,divorced,primary,no,-54.0,no,no,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,yes,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8,1
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,34.10035174576739,292.0,1.0,failure,8,1
