age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
44.0,admin.,divorced,primary,no,-665.0,no,no,cellular,30.0,apr,342.0,3.0,-1.0,0.0,failure,5
