age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id,counterfactual_found
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,2416.715252242294,0.9999999999999998,610.9399851487188,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,2184.589344690043,0.9999999999999998,-1.0,15.281773512605627,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1633.9055032324443,0.9999999999999998,561.7108876235525,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,2339.4033511949438,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,186.0,0.9999999999999998,811.4480035247611,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,2141.5707682330735,0.9999999999999998,675.5997656168291,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1363.0156775733367,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1562.9054556664641,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,2137.4056699591197,0.9999999999999998,-1.0,0.0,failure,2,1
70.6467566743342,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,186.0,0.9999999999999998,794.602565342007,0.0,failure,2,1
81.00915602098883,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,186.0,0.9999999999999998,542.2024920529179,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1761.7903052158022,43.40762414267318,-1.0,0.0,failure,2,1
33.0,blue-collar,married,primary,no,2557.0,no,no,cellular,18.0,apr,2302.045704785549,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,186.0,0.9999999999999998,718.8398293998479,0.0,failure,2,1
65.09646321115318,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1204.3630517375777,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,24.846118413644344,apr,2540.5193948201018,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1708.2495877364981,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,1633.9055032324443,0.9999999999999998,-1.0,0.0,failure,2,1
33.0,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,897.8679681017243,0.9999999999999998,-1.0,3.3864556406968895,failure,2,1
54.8500339965112,admin.,married,primary,no,2557.0,no,no,cellular,18.0,apr,186.0,0.9999999999999998,752.4663950686357,0.0,failure,2,1
