age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
50.0,blue-collar,divorced,primary,no,-54.0,no,yes,cellular,13.0,apr,698.0,2.0,292.0,1.0,failure,8
