age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
22.0,blue-collar,married,secondary,no,691.0,no,no,cellular,19.0,apr,338.0,0.9999999999999998,-1.0,0.0,failure,9
