age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id,counterfactual_found
80.06591098953628,admin.,divorced,primary,no,627.0,no,yes,telephone,5.0,apr,247.0,0.9999999999999998,396.0938849256347,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,yes,telephone,5.0,apr,247.0,0.9999999999999998,623.214708746949,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,no,telephone,5.0,apr,1794.1519705210376,39.99067878988144,-1.0,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,no,telephone,24.705104673718203,apr,247.0,0.9999999999999998,592.1206370476633,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,no,telephone,5.0,apr,247.0,0.9999999999999998,848.3554558708244,12.77728537438293,failure,3,1
64.44951814457843,admin.,divorced,primary,no,627.0,no,no,telephone,5.0,apr,247.0,0.9999999999999998,763.7397578713857,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,no,telephone,5.0,apr,2456.763031930044,22.252954595155472,-1.0,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,no,telephone,5.0,apr,1420.0909949634045,14.954840696271013,-1.0,0.0,failure,3,1
55.0,blue-collar,divorced,primary,no,627.0,no,no,telephone,5.0,apr,247.0,0.9999999999999998,863.2806231005679,0.0,failure,3,1
55.0,admin.,divorced,primary,no,17135.981533156806,no,no,telephone,5.0,apr,247.0,13.723440290468211,684.285914296236,0.0,failure,3,1
55.0,admin.,divorced,secondary,no,627.0,no,no,telephone,5.0,apr,2030.3968672894946,43.201154574804846,-1.0,0.0,failure,3,1
55.0,admin.,divorced,primary,yes,627.0,no,no,telephone,4.139006974169471,apr,2050.597888303173,0.9999999999999998,-1.0,0.0,failure,3,1
55.0,admin.,divorced,primary,no,10079.152542552603,no,no,telephone,25.77649423604616,apr,247.0,0.9999999999999998,262.9743366650268,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,yes,telephone,5.0,apr,1849.416916286035,15.961296350555292,-1.0,0.0,failure,3,1
55.0,admin.,divorced,primary,no,9006.48537701639,no,no,telephone,5.0,apr,247.0,0.9999999999999998,581.825980135867,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,yes,telephone,5.0,apr,247.0,0.9999999999999998,676.457048027004,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,yes,telephone,5.0,apr,247.0,0.9999999999999998,838.8779572607882,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,no,telephone,30.755227714745956,apr,247.0,0.9999999999999998,832.6932684350937,0.0,failure,3,1
55.0,admin.,divorced,primary,no,627.0,no,yes,telephone,5.0,apr,247.0,0.9999999999999998,567.6603378515605,0.0,failure,3,1
55.0,admin.,divorced,primary,yes,627.0,no,no,telephone,10.756008663856928,apr,247.0,0.9999999999999998,772.065250081295,0.0,failure,3,1
