age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id,counterfactual_found
35.0,admin.,divorced,primary,no,-2617.5358326275614,no,no,cellular,21.0,aug,1549.6281256581285,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,651.6010738655865,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,2555.82452822853,14.211757466540167,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,494.13134746490385,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,1686.7341779628732,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,2532.7766327605327,3.0,-1.0,0.0,failure,0,1
59.078510757694374,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,717.4657340234354,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,1297.6465837110093,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,528.2564311543317,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,158.15592983669563,9.043491286675456,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,2430.5871983819084,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,apr,33.0,3.0,454.0391741564935,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,1884.2789339788903,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,1270.8380198780897,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,apr,1768.865093935291,3.0,-1.0,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,468.9003009866542,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,2000.1939404540628,3.0,105.06120282674397,0.0,failure,0,1
35.0,admin.,divorced,primary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,601.7693638888182,0.0,failure,0,1
35.0,admin.,divorced,secondary,no,8883.0,no,no,cellular,21.0,aug,33.0,3.0,691.7622229990909,0.0,failure,0,1
35.0,admin.,divorced,primary,yes,8883.0,no,no,cellular,21.0,aug,1287.423535771934,3.0,-1.0,0.0,failure,0,1
