age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,sample_id,counterfactual_found
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,364.2101351335704,0.0,failure,1,1
80.73853965871706,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,805.2676694862823,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,18.800625925619848,apr,332.0,3.0,826.0627294865561,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,646.5165344336347,0.0,failure,1,1
84.05490219478513,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,642.2158066454766,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,1764.3690528750535,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,cellular,20.0,apr,332.0,3.0,-1.0,6.421897289499345,failure,1,1
81.87937193279836,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,1759.1968461012948,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,760.0109588042181,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,17.17660563346339,apr,332.0,3.0,782.2042158418775,0.0,failure,1,1
84.56184534817939,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,1992.6974900397322,3.0,471.45451883720915,0.0,failure,1,1
60.653114302470485,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,1167.4449691647967,3.0,-1.0,0.0,failure,1,1
78.02526537828462,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,1561.3595212803918,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,1765.6706555044252,3.0,-1.0,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,378.5302572374745,0.0,failure,1,1
36.0,admin.,divorced,primary,no,0.0,no,no,telephone,20.0,apr,332.0,3.0,680.076226588398,0.0,failure,1,1
